GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
HAGLR,0,15,115,0
AC009336.1,0,0,0,0
HAGLROS,0,0,0,0
HOXD1,0,0,54,0
MTX2,1218,809,551,1373
AC017048.1,0,0,0,0
AC017048.2,0,0,0,0
AC017048.3,3,0,0,0
LINC01116,2289,1675,956,1
LINC01117,17,9,0,0
AC092162.2,0,0,0,1
AC073636.1,0,0,0,0
AC074286.1,0,0,0,0
AC079305.3,0,0,0,0
HNRNPA3,7190,6133,6778,4036
NFE2L2,3293,3457,2969,1666
AC079305.1,0,0,0,0
AC019080.3,0,0,0,0
AC019080.4,0,2,0,0
AGPS,244,2138,1482,1989
TTC30B,0,58,0,236
AC073834.1,0,0,0,0
TTC30A,6,268,2,0
PDE11A,0,0,0,0
PDE11A.1,0,0,0,0
AC012499.1,0,0,0,0
RBM45,188,457,575,5
OSBPL6,0,552,274,116
AC009948.1,1282,275,674,631
PRKRA,1319,1554,1545,1501
PJVK,0,90,2,0
FKBP7,489,112,649,0
PLEKHA3,3590,3539,2462,4768
TTN-AS1,30,137,8,0
TTN,11208,6763,12004,11801
AC009948.4,0,2,0,0
AC009948.3,0,0,1,0
AC010680.3,0,0,1,0
AC010680.2,0,0,0,92
AC010680.4,0,3,0,0
AC010680.5,0,0,0,0
AC010680.1,3,0,0,0
CCDC141,21,50,337,0
SESTD1,192,1953,1867,3130
AC093911.1,0,0,0,0
ZNF385B,0,0,0,0
CWC22,68,475,627,205
AC009478.1,0,0,0,0
SCHLAP1,0,0,0,0
UBE2E3,4963,4656,3930,4877
AC104076.1,0,0,0,0
AC068196.1,0,0,0,0
LINC01934,0,0,0,0
AC020595.1,0,0,0,0
ITGA4,400,683,720,386
CERKL,597,518,301,0
NEUROD1,0,0,0,0
AC013733.2,0,0,0,0
AC013733.1,0,0,0,0
AC009962.1,0,9,0,0
SSFA2,2584,3143,2687,1350
PPP1R1C,0,0,0,0
PDE1A,1996,1885,5166,858
DNAJC10,5835,7466,9920,5297
FRZB,424,541,1615,100
NCKAP1,6504,3764,6773,4401
DUSP19,0,129,41,532
AC064871.1,0,0,0,0
NUP35,238,260,639,190
AC021851.1,0,0,0,0
AC093639.1,0,0,0,0
AC096667.1,0,0,0,0
ZNF804A,0,0,0,0
AC007966.1,0,0,0,0
FSIP2,13,0,0,0
FSIP2-AS1,0,0,0,0
LINC01473,0,0,0,0
AC017071.1,0,4,0,0
ZC3H15,5534,9476,9393,3502
ITGAV,34647,16911,19467,11293
AC017101.1,0,9,43,0
FAM171B,9564,10867,11611,4880
ZSWIM2,0,0,0,0
AC007319.1,3,18,55,0
CALCRL,0,151,81,2
TFPI,7934,7090,6666,6420
LINC01090,0,0,0,0
GULP1,732,902,1106,1243
DIRC1,0,0,29,0
COL3A1,70769,49439,75865,26636
COL5A2,13433,9224,13737,7412
AC133106.1,0,0,0,0
WDR75,2843,269,101,381
SLC40A1,0,791,138,302
ASNSD1,2407,3322,4434,1696
ANKAR,0,0,0,0
OSGEPL1,344,180,784,57
OSGEPL1-AS1,0,0,0,0
AC013468.1,11,0,1,0
ORMDL1,1576,2488,1839,3354
PMS1,2346,472,831,45
C2orf88,586,909,726,1186
MSTN,1508,82,25,0
HIBCH,0,1167,1063,2153
INPP1,2050,2644,5575,681
MFSD6,46,189,43,72
AC093388.1,0,0,0,0
NEMP2,0,432,0,0
AC108047.1,0,0,0,0
NAB1,2437,2045,1127,60
AC006460.1,0,0,0,0
AC005540.1,0,2,5,0
GLS,19967,10378,13593,9044
STAT1,16259,24577,16341,12644
AC067945.2,0,0,0,0
STAT4,195,16,188,0
AC092614.1,0,2,0,0
MYO1B,10046,9513,9798,2890
NABP1,2831,2420,3409,166
AC098872.1,0,0,0,0
CAVIN2,395,254,372,71
AC098617.1,0,0,0,0
TMEFF2,0,0,1,32
AC062039.1,0,0,0,0
AC013401.1,0,0,0,0
PCGEM1,0,0,0,0
AC068135.2,0,0,0,0
LINC01821,0,0,0,0
LINC01790,0,0,0,0
AC010983.1,0,0,0,0
AC104823.1,0,0,0,0
AC064834.1,0,0,0,0
LINC01825,0,0,0,0
LINC01827,0,0,0,0
SLC39A10,2860,2497,4857,1354
DNAH7,0,6,168,0
STK17B,6583,9433,8458,10252
AC114760.2,614,143,118,146
HECW2,374,1621,470,112
AC020571.1,1,62,0,0
AC068544.1,0,0,0,0
CCDC150,75,31,58,185
GTF3C3,335,164,657,19
C2orf66,0,0,0,0
PGAP1,1499,949,3001,2338
ANKRD44,532,1952,530,1638
AC013264.1,0,0,0,0
AC010746.1,0,0,0,0
SF3B1,10473,4074,6249,8735
COQ10B,1242,3202,4029,2054
HSPD1,3042,3027,2713,1181
HSPE1,8186,8279,7271,8456
HSPE1-MOB4,0,0,0,0
MOB4,2735,1416,999,2641
RFTN2,263,88,163,45
AC011997.1,0,0,0,0
MARS2,1,256,531,0
BOLL,0,0,0,0
PLCL1,0,107,0,0
AC020719.1,0,0,0,0
LINC01923,0,0,0,0
AC019330.1,0,0,0,0
AC020718.1,0,0,0,0
SATB2,515,589,50,968
AC016746.1,0,1,0,0
SATB2-AS1,0,0,0,0
LINC01877,0,0,1,0
FTCDNL1,0,9,1,0
C2orf69,863,2005,478,1934
TYW5,725,174,480,2367
MAIP1,950,856,989,1117
SPATS2L,5341,3966,6038,3388
KCTD18,1903,349,1029,407
SGO2,10,268,553,218
AOX1,4144,9165,4205,3116
LINC01792,0,0,0,0
AC007163.1,2,0,0,0
BZW1,21136,27900,21647,9167
CLK1,5991,2587,5161,1675
PPIL3,0,186,713,32
NIF3L1,3908,1104,1514,7
ORC2,3980,814,373,2
AC005037.1,0,0,0,0
FAM126B,2778,727,614,868
NDUFB3,3471,6048,7648,5275
AC007272.1,0,0,1,1
CFLAR,3060,2673,2359,645
CFLAR-AS1,0,1,0,0
CASP10,4,0,0,0
CASP8,54,73,21,2
ALS2CR12,0,18,0,0
TRAK2,5091,1763,2254,2753
STRADB,709,1317,2034,196
C2CD6,0,42,0,109
TMEM237,933,1733,3104,1179
MPP4,1,34,182,0
ALS2,357,882,954,231
CDK15,3,22,0,0
AC069148.1,0,0,0,0
FZD7,2187,2242,5820,111
KIAA2012,3,0,2,0
AC079354.1,0,0,0,0
AC079354.3,0,0,0,0
SUMO1,8576,7413,9198,8737
NOP58,370,1009,721,319
AC064836.2,0,0,0,0
AC064836.3,0,12,0,0
BMPR2,805,1946,2540,598
FAM117B,9,410,2,7
ICA1L,299,442,137,95
WDR12,523,1594,760,786
CARF,611,250,57,0
NBEAL1,424,1793,2373,1955
CYP20A1,63,1158,97,115
ABI2,2945,1820,3435,1367
AC080075.1,0,0,0,0
RAPH1,814,769,1185,601
CD28,0,0,0,0
CTLA4,0,0,0,0
ICOS,0,0,0,0
AC009965.1,0,0,0,0
AC009498.1,0,0,0,0
AC016903.1,0,0,0,0
AC016903.2,0,0,0,0
PARD3B,66,812,69,371
NRP2,2755,2712,2551,1638
AC007362.1,0,0,0,0
AC007679.1,0,0,0,0
INO80D,4053,1699,1945,847
AC007383.2,13,74,21,913
NDUFS1,2734,3311,5077,4607
AC007383.3,0,0,0,0
EEF1B2,10565,13922,11326,5028
GPR1,401,710,343,745
ZDBF2,173,636,345,275
ADAM23,44,547,113,0
AC010731.2,0,0,0,0
AC010731.3,0,0,0,0
FAM237A,0,0,0,0
DYTN,0,0,0,0
MDH1B,0,7,0,0
FASTKD2,355,954,690,0
AC008269.2,0,0,0,0
AC008269.1,0,0,0,0
CPO,0,0,0,0
KLF7,1398,634,1169,702
AC007879.1,0,0,0,0
AC007879.3,1,0,0,0
AC007879.2,0,0,0,0
AC007879.4,0,0,0,0
MYOSLID,0,0,0,0
AC009226.1,3,0,0,0
LINC01802,0,0,0,0
CREB1,1931,1344,646,1093
METTL21A,200,822,1021,1103
LINC01857,0,0,0,0
CCNYL1,1344,977,689,332
AC096772.1,0,0,0,0
FZD5,2,18,201,1160
PLEKHM3,236,520,9,1
CRYGD,0,0,0,0
CRYGC,0,0,0,0
CRYGB,0,0,0,0
CRYGA,0,0,0,0
C2orf80,0,0,0,0
IDH1,5342,6147,9427,2044
IDH1-AS1,0,1,0,0
PIKFYVE,225,1621,1093,443
PTH2R,0,0,0,0
MAP2,179,47,85,108
UNC80,0,0,0,0
RPE,428,1768,1145,972
KANSL1L,6,273,132,2
AC007038.2,0,0,0,0
AC007038.1,0,53,0,0
ACADL,0,0,0,0
MYL1,3,1403,656,2341
LANCL1-AS1,0,92,0,0
LANCL1,295,295,529,2485
CPS1,618,73,19,5
ERBB4,0,0,0,0
LINC01878,0,0,0,0
AC108066.1,0,0,0,0
IKZF2,277,291,716,0
AC079610.2,0,0,0,0
LINC01953,0,0,0,0
AC079610.3,0,0,0,0
AC079610.1,0,0,0,1
SPAG16,1079,223,0,0
AC068051.1,0,0,0,0
VWC2L,0,0,0,0
BARD1,2785,220,522,91
AC016708.1,0,0,0,0
ABCA12,0,0,0,0
AC072062.1,0,0,0,0
AC073284.1,0,0,0,0
ATIC,6439,1593,1585,130
FN1,392629,196636,336002,111833
AC012462.3,0,0,0,0
AC012462.1,0,1,0,0
AC012462.2,0,0,0,0
AC012668.2,0,0,0,0
AC012668.3,0,2,0,0
AC012668.1,0,0,0,0
LINC00607,37,284,25,0
LINC01614,0,0,0,0
AC122136.1,0,0,0,0
AC093382.1,0,0,0,0
MREG,827,695,754,2
PECR,329,6,379,3
TMEM169,249,6,27,0
XRCC5,9721,7048,8174,5340
LINC01963,23,120,1841,0
MARCH4,1,134,33,27
AC012513.1,0,0,0,0
AC069155.1,0,0,0,0
AC098820.2,0,0,0,0
SMARCAL1,1257,1029,1939,35
AC098820.3,0,0,3,2
RPL37A,48898,53506,48010,33749
LINC01280,0,0,0,0
AC073321.1,0,0,0,0
IGFBP2,7,7,4,10
IGFBP5,3887,2435,3428,5827
AC007563.2,0,0,0,0
AC007563.1,0,0,0,0
AC007557.2,0,0,0,0
TNP1,0,0,0,0
AC007557.4,0,0,0,0
AC007557.1,0,0,0,0
AC007557.3,0,0,0,0
LINC01921,0,0,0,0
AC007749.1,0,0,0,0
DIRC3-AS1,0,0,0,0
DIRC3,151,3,5,0
TNS1,2944,2583,6660,1761
AC010136.1,0,0,0,0
RUFY4,0,0,0,0
CXCR2,0,0,0,0
CXCR1,0,0,0,0
ARPC2,18393,17184,16898,11187
GPBAR1,0,0,0,0
AAMP,1974,2619,2944,2489
PNKD,57,77,149,2
TMBIM1,5727,5352,6031,8882
CATIP-AS2,0,0,0,0
CATIP,0,0,0,0
SLC11A1,0,2,73,1
CTDSP1,3,80,133,11
AC021016.3,0,0,0,0
VIL1,1,0,0,0
USP37,1,76,93,0
CNOT9,2191,3157,4029,5611
PLCD4,25,84,10,0
AC012510.1,9,39,120,1
ZNF142,4,172,108,0
BCS1L,5982,2056,2872,499
RNF25,27,494,482,72
STK36,192,388,7,110
TTLL4,28,27,76,0
CYP27A1,1528,465,706,722
AC009974.1,0,0,0,0
PRKAG3,44,0,0,0
WNT6,0,0,0,0
WNT10A,0,0,0,0
LINC01494,0,0,0,0
AC097468.2,0,0,0,0
CDK5R2,0,0,0,0
LINC00608,0,2,0,0
FEV,0,0,0,0
CRYBA2,0,0,0,0
AC097468.1,0,0,0,0
CFAP65,0,0,0,0
IHH,0,0,0,0
AC097468.3,0,0,0,0
NHEJ1,10,0,0,3
AC068946.1,0,0,56,0
SLC23A3,0,138,0,0
CNPPD1,1595,1517,3020,954
RETREG2,5849,3568,7386,4239
ZFAND2B,416,863,398,0
ABCB6,0,3,2,6
AC068946.2,0,0,0,0
ATG9A,258,136,179,44
ANKZF1,1868,126,529,322
GLB1L,121,1257,244,45
STK16,269,338,309,222
TUBA4A,1146,76,1017,0
TUBA4B,0,0,0,0
DNAJB2,832,2755,3032,2222
PTPRN,0,141,0,0
AC114803.1,0,0,0,0
RESP18,0,0,0,0
DNPEP,49,2280,1527,420
AC053503.2,0,0,0,0
DES,406,1255,2310,1849
AC053503.4,0,0,0,0
SPEG,537,609,595,35
AC053503.1,0,0,0,0
AC053503.5,0,1,0,0
GMPPA,1911,1331,1589,1382
ASIC4,0,0,0,1
CHPF,2759,397,1971,729
TMEM198,9,20,0,0
AC009955.3,0,0,0,0
OBSL1,401,171,447,68
AC009955.4,0,0,0,0
INHA,0,0,0,0
STK11IP,86,765,1253,261
AC009955.1,0,0,0,0
SLC4A3,4,32,0,2
AC009955.2,0,0,0,0
AC009502.1,0,0,58,0
LINC01803,0,0,0,0
AC019211.1,0,0,0,0
AC093083.1,0,0,0,0
AC067956.1,0,0,0,0
AC093843.1,0,0,0,0
EPHA4,1163,315,12,979
AC079834.2,0,0,0,0
AC068489.1,0,0,0,0
PAX3,492,45,20,489
CCDC140,0,0,0,0
AC010980.2,9,2,0,2
SGPP2,0,74,0,0
AC097461.1,0,18,0,8
FARSB,1219,1077,943,58
MOGAT1,0,0,0,0
ACSL3,2730,2611,2870,3861
AC013476.1,0,0,0,0
KCNE4,2500,3374,2002,2707
AC013448.1,0,0,0,0
AC013448.2,0,0,0,0
SCG2,91,43,219,0
AP1S3,95,275,17,1121
WDFY1,12931,12869,10576,7277
MRPL44,1785,1320,887,1477
AC073641.1,0,0,0,0
SERPINE2,135177,117541,99022,45844
FAM124B,0,0,0,0
AC073052.2,0,0,0,0
CUL3,1157,461,183,256
CCDC195,0,0,0,0
DOCK10,330,730,1620,911
NYAP2,0,0,0,0
AC016717.2,0,0,0,0
AC062015.1,0,0,0,0
IRS1,1240,904,841,710
AC010735.2,0,0,0,0
RHBDD1,815,160,951,432
COL4A4,1,204,1,0
COL4A3,4,44,0,0
AC097662.1,0,0,52,0
MFF,349,1257,3457,473
TM4SF20,0,0,0,3
SCYGR1,0,0,0,0
AGFG1,1827,1775,1980,344
SCYGR2,0,0,0,0
SCYGR10,0,0,0,0
C2orf83,0,0,0,0
SCYGR3,0,0,0,0
AC064853.1,0,0,0,0
SCYGR4,1,0,0,0
SCYGR5,0,0,0,0
SLC19A3,16,2,0,0
SCYGR6,0,0,0,0
SCYGR7,0,0,0,0
SCYGR8,0,0,0,0
CCL20,0,61,0,0
DAW1,0,38,0,0
SPHKAP,0,0,0,0
LINC01807,0,0,0,0
AC012070.1,0,0,0,0
PID1,1257,927,749,25
DNER,1,502,365,0
TRIP12,11064,6437,7063,6325
FBXO36,251,226,796,2
SLC16A14,0,0,24,0
AC009950.1,0,15,4,0
SP110,3066,470,52,27
SP140,0,0,0,0
SP140L,1202,827,487,121
SP100,5488,5144,7522,1469
AC010149.1,0,1,0,0
LINC01907,0,0,0,0
CAB39,516,2743,1814,2936
ITM2C,1508,2092,1583,19
AC012507.2,0,0,0,0
GPR55,0,0,0,0
AC012507.1,0,0,0,0
AC012507.4,0,0,0,0
SPATA3-AS1,0,0,0,0
SPATA3,0,0,0,0
C2orf72,0,0,0,0
PSMD1,6876,6615,6640,6448
HTR2B,1,155,54,0
ARMC9,1967,1898,2623,2546
B3GNT7,0,0,0,0
AC017104.3,0,0,0,0
NCL,6672,6970,6614,3737
LINC00471,0,14,0,26
NMUR1,0,0,2,0
TEX44,0,0,0,0
PTMA,11829,13632,13469,7579
PDE6D,427,507,107,224
COPS7B,173,494,67,6
NPPC,0,0,0,0
DIS3L2,968,234,140,602
AC019130.1,0,0,0,0
ALPP,0,0,0,0
AC068134.1,0,0,0,0
ALPG,0,0,0,0
AC068134.2,0,0,0,0
ALPI,0,0,0,0
ECEL1,0,0,0,0
PRSS56,1,0,0,0
CHRND,0,0,0,0
CHRNG,4,7,7,16
TIGD1,36,87,28,0
EIF4E2,414,3165,2024,3338
AC073254.1,0,99,0,251
EFHD1,1,0,0,1
GIGYF2,967,1220,2706,420
KCNJ13,0,7,0,0
SNORC,0,0,0,0
NGEF,199,26,125,0
NEU2,0,0,0,0
INPP5D,0,0,0,0
ATG16L1,9,29,61,62
SAG,1,0,0,3
AC013726.1,0,0,1,0
DGKD,2,32,446,1
USP40,26,590,649,8
UGT1A8,0,0,0,0
UGT1A10,0,0,0,0
UGT1A9,0,0,0,0
UGT1A7,0,0,0,0
UGT1A6,0,0,5,0
AC114812.2,0,0,0,0
UGT1A5,0,0,0,0
UGT1A4,0,0,0,0
UGT1A3,0,0,0,0
UGT1A1,0,0,0,0
MROH2A,0,0,0,0
HJURP,4,104,626,56
TRPM8,28,111,0,0
AC005538.1,0,0,0,0
SPP2,0,72,2,0
AC006037.1,0,0,0,0
AC122134.1,0,0,0,0
AC097713.1,0,0,0,0
LINC01891,0,7,0,0
ARL4C,4190,3938,4924,2380
LINC01173,0,0,3,0
SH3BP4,966,523,1249,42
AC114814.1,0,0,0,0
AC114814.3,0,0,0,0
AGAP1,3009,2352,1207,3644
AC064874.1,0,0,0,0
GBX2,0,0,0,0
AC019068.1,0,0,0,0
ASB18,0,0,0,0
IQCA1,1,0,0,0
AC093915.1,0,0,0,0
IQCA1-AS1,0,0,0,0
ACKR3,0,247,3,97
AC084030.1,0,0,0,0
AC105760.1,0,0,0,0
AC105760.2,1,3,2,0
COPS8,5897,3819,5816,1924
AC107079.1,146,0,0,0
AC112715.1,0,0,0,0
COL6A3,16275,13499,21878,2622
AC112721.1,52,0,101,23
AC112721.2,0,1,0,123
MLPH,884,197,719,1270
PRLH,0,0,0,0
RAB17,0,51,0,0
AC104667.2,0,0,0,0
AC104667.1,36,0,0,0
LRRFIP1,5466,3830,4756,7390
RBM44,0,62,0,0
RAMP1,1829,256,1358,854
UBE2F,605,1427,1029,493
UBE2F-SCLY,9,0,0,0
SCLY,0,132,0,11
ESPNL,1,37,27,0
KLHL30,632,272,745,803
ERFE,0,74,488,0
ILKAP,358,142,905,10
HES6,566,1410,2840,2989
PER2,12,202,23,11
AC012485.3,0,0,0,0
AC012485.2,0,0,0,0
TRAF3IP1,470,339,620,264
ASB1,2046,1539,2553,1060
AC016999.1,0,0,0,0
LINC01107,0,0,0,0
LINC01937,0,0,0,0
AC145625.1,0,0,0,0
TWIST2,210,890,249,0
LINC01940,0,5,0,0
HDAC4,1164,433,298,22
AC062017.1,0,0,0,0
AC079612.1,0,0,0,0
AC079612.2,0,0,0,0
AC093802.2,0,0,0,0
AC093802.1,0,0,0,1
NDUFA10,10011,8644,12738,7287
OR6B2,0,0,0,0
OR6B3,0,0,0,0
COPS9,6224,5849,6470,2275
OTOS,0,0,0,0
AC124861.1,0,0,0,0
GPC1,472,388,959,84
ANKMY1,571,502,222,77
DUSP28,1,29,113,4
RNPEPL1,2167,1399,642,1025
CAPN10-DT,1,107,0,0
CAPN10,315,10,0,42
GPR35,3,2,4,4
AQP12B,0,0,0,0
AC011298.1,0,0,0,0
AQP12A,0,0,0,0
KIF1A,0,0,0,0
AGXT,0,0,0,0
C2orf54,0,0,0,0
CROCC2,0,0,0,0
AC104809.1,0,0,0,0
SNED1,130,507,268,2966
AC093585.1,0,0,0,0
AC005237.1,11,0,2,0
MTERF4,2888,1890,1060,0
PASK,2562,514,411,0
PPP1R7,4554,4167,6500,4268
ANO7,0,0,1,2
HDLBP,10480,10989,12420,3938
SEPT2,34437,34503,42166,22270
AC005104.1,0,0,0,0
FARP2,546,629,1823,189
STK25,5099,3330,5100,1738
BOK-AS1,0,0,0,0
BOK,703,1116,1048,3609
AC133528.1,0,0,0,1
THAP4,313,411,1042,149
ATG4B,602,2177,1552,1265
DTYMK,97,301,1122,158
ING5,1648,324,330,6
AC114730.3,0,0,0,0
D2HGDH,1,122,344,413
AC114730.1,0,0,0,0
AC114730.2,0,0,0,0
GAL3ST2,0,0,0,0
AC131097.1,0,0,0,0
AC131097.3,0,2,4,0
NEU4,0,0,0,0
AC131097.4,0,0,0,0
PDCD1,0,0,0,0
RTP5,0,0,0,0
AC131097.2,0,0,0,0
LINC01238,0,0,0,0
AC093642.1,0,0,0,0
LINC01880,0,0,0,0
LINC01238.1,0,0,0,0
LINC01986,0,0,0,0
AC066595.1,0,0,0,0
CHL1,0,0,0,0
CHL1-AS1,0,0,0,0
LINC01266,0,0,0,0
AC090044.1,0,0,0,0
AC087430.1,0,0,0,0
CNTN6,0,0,0,0
AC018814.1,0,0,0,0
CNTN4,0,1,0,0
CNTN4-AS2,0,0,0,0
CNTN4-AS1,0,0,0,0
IL5RA,0,0,0,0
TRNT1,148,839,117,264
CRBN,804,892,496,180
AC024060.1,169,0,883,3
AC034195.1,0,0,0,0
SUMF1,2830,3319,3666,850
LRRN1,2534,137,470,391
SETMAR,446,263,888,0
ITPR1-DT,0,0,0,0
ITPR1,88,400,670,165
EGOT,0,0,0,0
AC018816.1,0,0,0,0
BHLHE40-AS1,21,0,0,0
BHLHE40,1049,1114,915,556
ARL8B,10439,5582,3891,2012
AC026202.2,0,0,0,0
AC026202.3,0,0,0,0
EDEM1,3507,2820,2318,4222
AC026202.1,0,0,0,0
AC087857.1,0,0,0,0
AC026167.1,0,0,0,0
AC069277.1,0,0,0,0
GRM7-AS3,0,0,0,0
GRM7,0,0,0,0
GRM7-AS2,0,0,0,0
GRM7-AS1,0,0,0,0
AC068313.1,0,0,0,0
LMCD1-AS1,0,0,0,0
AC018832.1,0,0,0,0
AC023481.1,0,0,0,0
LMCD1,2564,1694,618,3109
AC034187.1,0,0,0,0
SSUH2,0,4,0,0
CAV3,1179,716,193,1103
OXTR,1183,258,237,394
RAD18,162,763,632,1253
SRGAP3,39,78,204,0
SRGAP3-AS1,0,0,0,0
SRGAP3-AS2,0,36,0,0
SRGAP3-AS3,0,0,0,0
SRGAP3-AS4,0,0,0,0
AC026191.1,0,0,1,0
THUMPD3-AS1,194,250,1342,295
THUMPD3,868,658,925,58
SETD5,5457,3043,4722,1618
LHFPL4,336,9,0,0
MTMR14,647,303,58,1684
CPNE9,0,0,0,0
BRPF1,52,222,111,43
OGG1,8,398,171,20
CAMK1,0,7,0,0
TADA3,165,605,1100,423
ARPC4,15872,11185,17010,13208
ARPC4-TTLL3,0,0,0,0
TTLL3,165,187,314,1
AC022382.1,0,0,0,0
RPUSD3,167,112,211,0
CIDEC,0,0,0,0
JAGN1,3044,2561,3058,2212
IL17RE,0,0,18,2
IL17RC,614,210,187,245
CRELD1,27,343,205,18
PRRT3,1922,803,276,974
PRRT3-AS1,0,0,0,0
AC018809.2,0,88,9,0
EMC3,401,4293,3544,2989
AC022007.1,143,66,0,0
FANCD2,314,421,375,21
FANCD2OS,0,0,0,0
BRK1,19509,13415,14403,5684
VHL,143,960,146,1075
IRAK2,2114,1166,1119,0
TATDN2,811,937,1252,1018
AC022384.1,0,0,0,0
LINC00852,0,23,2,0
GHRL,0,0,0,0
GHRLOS,0,0,0,0
SEC13,8127,8632,11113,3248
ATP2B2,0,0,0,0
LINC00606,0,0,0,0
AC018495.1,0,0,0,0
SLC6A11,0,0,0,0
SLC6A1,0,0,0,0
SLC6A1-AS1,0,0,0,0
HRH1,528,408,983,0
ATG7,2488,855,47,2
VGLL4,22,342,695,27
AC022001.2,231,0,0,0
AC022001.3,0,0,0,0
TAMM41,99,166,16,18
SYN2,0,2,0,0
TIMP4,1,470,96,0
PPARG,96,207,247,0
TSEN2,90,481,48,1
MKRN2OS,0,0,0,0
MKRN2,301,260,334,0
RAF1,1485,1628,2806,642
TMEM40,0,0,0,0
CAND2,0,13,1,0
AC034198.2,0,0,0,0
RPL32,18300,31359,31804,24335
LINC02022,0,0,0,0
IQSEC1,1935,310,1175,673
NUP210,20,0,47,0
HDAC11-AS1,0,0,0,0
HDAC11,1227,860,1158,921
FBLN2,7740,9152,12541,5117
LINC00620,0,0,0,0
WNT7A,0,0,0,0
CHCHD4,1114,731,406,1
TMEM43,1292,2099,4113,922
AC090004.1,0,0,0,45
AC093495.1,58,10,0,0
XPC,688,436,272,126
LSM3,2317,1659,2093,1107
AC093496.1,0,0,0,0
LINC01267,0,0,0,0
SLC6A6,3663,2410,4463,2351
GRIP2,0,9,1,0
AC090952.2,0,0,0,0
AC090952.1,0,0,0,0
CCDC174,2,374,549,278
C3orf20,0,0,0,0
AC090957.1,0,0,0,0
LINC02011,0,0,0,0
FGD5,0,0,45,0
FGD5-AS1,4185,5996,5684,7609
NR2C2,2093,608,738,225
MRPS25,435,587,1270,497
RBSN,103,764,231,1
CAPN7,3040,1624,1993,68
SH3BP5-AS1,0,89,121,1
SH3BP5,537,348,270,316
METTL6,1,45,729,9
EAF1,1452,639,861,1728
EAF1-AS1,0,0,0,0
COLQ,0,0,16,0
HACL1,161,443,1,143
BTD,430,1076,1026,502
ANKRD28,4204,3962,4007,2925
GALNT15,1408,716,3,0
DPH3,1817,5488,5675,2675
OXNAD1,0,25,370,12
RFTN1,7824,7324,12324,4430
AC090948.1,0,1,0,0
AC090948.2,0,0,93,0
AC090948.3,0,0,0,0
AC010139.1,0,0,0,0
LINC00690,0,0,0,0
DAZL,0,4,387,0
AC091493.1,0,0,0,0
PLCL2,137,33,159,79
PLCL2-AS1,0,0,0,0
TBC1D5,1649,853,857,1433
AC132807.1,0,0,0,0
AC132807.2,0,0,0,0
SATB1,2,630,62,1
KCNH8,0,0,0,0
EFHB,0,71,0,0
RAB5A,13386,14150,15017,11255
PP2D1,0,66,0,0
KAT2B,919,434,265,0
SGO1,0,53,10,0
AC116096.1,0,0,0,0
AC099753.1,0,0,0,0
ZNF385D,1355,713,1192,92
ZNF385D-AS1,0,0,1,0
ZNF385D-AS2,0,0,0,0
UBE2E2-AS1,0,0,0,0
UBE2E2,999,661,521,93
UBE2E1-AS1,0,0,0,0
UBE2E1,217,776,675,391
NKIRAS1,558,1972,160,1263
RPL15,40718,35941,30629,36991
NR1D2,3683,614,1087,1317
LINC00691,0,0,0,0
THRB,357,168,81,305
AC012087.1,0,0,0,0
AC092422.1,0,0,0,0
RARB,0,75,2,2
TOP2B,10759,4907,4169,3303
NGLY1,276,840,1271,312
OXSM,331,54,254,164
AC099754.1,0,0,0,0
LRRC3B,0,0,0,0
AC114877.1,0,0,0,0
NEK10,104,190,53,14
SLC4A7,5988,2933,6790,4422
AC098614.4,0,0,2,0
LINC02084,84,0,0,0
EOMES,2,0,0,0
LINC01980,0,0,0,0
LINC01981,0,0,0,0
LINC01967,0,0,0,0
CMC1,524,109,77,250
AZI2,1985,1281,1763,189
ZCWPW2,0,1,18,0
AC098650.1,252,0,2,0
RBMS3,3837,5263,6258,4361
RBMS3-AS3,0,0,23,0
RBMS3-AS2,1,2,0,0
RBMS3-AS1,0,0,0,0
LINC01985,0,0,0,0
AC116035.1,0,0,0,0
TGFBR2,18617,20133,21801,4210
GADL1,0,0,0,0
STT3B,8918,2727,6444,3088
OSBPL10,468,641,603,862
OSBPL10-AS1,1,4,0,0
ZNF860,0,91,0,0
GPD1L,10,101,484,688
CMTM8,0,110,0,0
CMTM7,0,23,132,0
CMTM6,4399,7293,4141,2995
DYNC1LI1,317,998,1594,148
CNOT10,108,94,2781,558
CNOT10-AS1,0,0,0,0
TRIM71,0,0,0,0
CCR4,2,0,0,0
GLB1,5060,2176,3762,1563
TMPPE,2,187,2,1
CRTAP,2367,5566,4200,2719
AC112211.1,0,0,0,0
SUSD5,19,10,296,363
FBXL2,196,86,88,0
UBP1,5770,2876,2806,1462
CLASP2,397,866,1756,1940
AC112220.3,0,38,0,0
AC112220.4,5,109,66,0
AC112220.2,24,365,276,181
PDCD6IP,5634,2360,3199,1262
LINC01811,0,0,0,0
AC123023.1,0,0,0,0
AC018359.1,0,0,0,0
ARPP21,230,323,1073,379
ARPP21-AS1,0,0,0,0
STAC,2,221,798,92
DCLK3,0,0,0,0
LINC02033,0,0,0,0
TRANK1,1591,337,236,6
AC011816.2,0,0,0,0
EPM2AIP1,3267,1869,3128,505
MLH1,886,1771,1085,3
LRRFIP2,3581,2149,2095,620
AC126118.1,0,0,0,0
AC097359.3,0,0,0,0
